	datasetoi	datasetor	score	method	goldstandardoi	goldstandardor	ofinterest	ofreference	runningtime	moduledef	organismoi	organismnetoi	organismnetor	weight
1133	human_gtex	yeast_gpl2529	6.9962510736447046	agglom	regcircuit	yeast_sisima#ap1	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#ap1	28.527088403701786		human	regcircuit	yeast	0.0008291873963515755
1134	human_gtex	yeast_gpl2529	7.361499063262526	agglom	regcircuit	yeast_sisima#ap2	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#ap2	37.18761157989503		human	regcircuit	yeast	0.0008291873963515755
1135	human_gtex	yeast_gpl2529	6.9962510736447046	agglom	regcircuit	yeast_sisima#ap3	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#ap3	28.527088403701786		human	regcircuit	yeast	0.0008291873963515755
1136	human_gtex	yeast_gpl2529	7.361499063262526	agglom	regcircuit	yeast_sisima#mcl1	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#mcl1	37.18761157989503		human	regcircuit	yeast	0.0008291873963515755
1137	human_gtex	yeast_gpl2529	7.361499063262526	agglom	regcircuit	yeast_sisima#mcl2	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#mcl2	37.18761157989503		human	regcircuit	yeast	0.0008291873963515755
1138	human_gtex	yeast_gpl2529	7.361499063262526	agglom	regcircuit	yeast_sisima#mcl3	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#mcl3	37.18761157989503		human	regcircuit	yeast	0.0008291873963515755
1139	human_gtex	yeast_gpl2529	6.988511857855276	agglom	regcircuit	yeast_sisima#minimal	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#minimal	30.01594471931457		human	regcircuit	yeast	0.0008291873963515755
1140	human_gtex	yeast_gpl2529	7.952689158288427	agglom	regcircuit	yeast_sisima#strict	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#strict	40.108258485794074		human	regcircuit	yeast	0.0008291873963515755
1141	human_gtex	yeast_gpl2529	6.988511857855276	agglom	regcircuit	yeast_sisima#tc1	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#tc1	30.01594471931457		human	regcircuit	yeast	0.0008291873963515755
1142	human_gtex	yeast_gpl2529	6.988511857855276	agglom	regcircuit	yeast_sisima#tc2	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#tc2	30.01594471931457		human	regcircuit	yeast	0.0008291873963515755
1143	human_gtex	yeast_gpl2529	6.988511857855276	agglom	regcircuit	yeast_sisima#tc3	human_gtex#regcircuit	yeast_gpl2529#yeast_sisima#tc3	30.01594471931457		human	regcircuit	yeast	0.0008291873963515755
1144	human_seek_gpl5175	ecoli_colombos	7.642635556167994	agglom	regcircuit	ecoli_regulondb#ap1	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#ap1	27.39150977134705		human	regcircuit	ecoli	0.0008291873963515755
1145	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#ap2	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#ap2	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1146	human_seek_gpl5175	ecoli_colombos	7.642635556167994	agglom	regcircuit	ecoli_regulondb#ap3	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#ap3	27.39150977134705		human	regcircuit	ecoli	0.0008291873963515755
1147	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#mcl1	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#mcl1	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1148	human_seek_gpl5175	ecoli_colombos	9.161091868972537	agglom	regcircuit	ecoli_regulondb#mcl2	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#mcl2	14.004270553588867		human	regcircuit	ecoli	0.0008291873963515755
1149	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#mcl3	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#mcl3	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1150	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#minimal	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#minimal	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1151	human_seek_gpl5175	ecoli_colombos	9.161091868972537	agglom	regcircuit	ecoli_regulondb#strict	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#strict	14.004270553588867		human	regcircuit	ecoli	0.0008291873963515755
1152	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#tc1	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#tc1	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1153	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#tc2	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#tc2	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1154	human_seek_gpl5175	ecoli_colombos	7.654807216520988	agglom	regcircuit	ecoli_regulondb#tc3	human_seek_gpl5175#regcircuit	ecoli_colombos#ecoli_regulondb#tc3	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1155	human_seek_gpl5175	ecoli_dream5	7.642635556167994	agglom	regcircuit	ecoli_regulondb#ap1	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#ap1	27.39150977134705		human	regcircuit	ecoli	0.0008291873963515755
1156	human_seek_gpl5175	ecoli_dream5	8.23020995457836	agglom	regcircuit	ecoli_regulondb#ap2	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#ap2	6.668881893157959		human	regcircuit	ecoli	0.0008291873963515755
1157	human_seek_gpl5175	ecoli_dream5	7.642635556167994	agglom	regcircuit	ecoli_regulondb#ap3	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#ap3	27.39150977134705		human	regcircuit	ecoli	0.0008291873963515755
1158	human_seek_gpl5175	ecoli_dream5	7.605453634815693	agglom	regcircuit	ecoli_regulondb#mcl1	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#mcl1	29.9408175945282		human	regcircuit	ecoli	0.0008291873963515755
1159	human_seek_gpl5175	ecoli_dream5	7.36302083819575	agglom	regcircuit	ecoli_regulondb#mcl2	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#mcl2	24.276068449020386		human	regcircuit	ecoli	0.0008291873963515755
1160	human_seek_gpl5175	ecoli_dream5	7.605453634815693	agglom	regcircuit	ecoli_regulondb#mcl3	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#mcl3	29.9408175945282		human	regcircuit	ecoli	0.0008291873963515755
1161	human_seek_gpl5175	ecoli_dream5	7.605453634815693	agglom	regcircuit	ecoli_regulondb#minimal	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#minimal	29.9408175945282		human	regcircuit	ecoli	0.0008291873963515755
1162	human_seek_gpl5175	ecoli_dream5	7.642635556167994	agglom	regcircuit	ecoli_regulondb#strict	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#strict	27.39150977134705		human	regcircuit	ecoli	0.0008291873963515755
1163	human_seek_gpl5175	ecoli_dream5	7.36302083819575	agglom	regcircuit	ecoli_regulondb#tc1	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#tc1	24.276068449020386		human	regcircuit	ecoli	0.0008291873963515755
1164	human_seek_gpl5175	ecoli_dream5	7.605453634815693	agglom	regcircuit	ecoli_regulondb#tc2	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#tc2	29.9408175945282		human	regcircuit	ecoli	0.0008291873963515755
1165	human_seek_gpl5175	ecoli_dream5	7.36302083819575	agglom	regcircuit	ecoli_regulondb#tc3	human_seek_gpl5175#regcircuit	ecoli_dream5#ecoli_regulondb#tc3	24.276068449020386		human	regcircuit	ecoli	0.0008291873963515755
1166	human_seek_gpl5175	ecoli_precise2	7.654807216520988	agglom	regcircuit	ecoli_regulondb#minimal	human_seek_gpl5175#regcircuit	ecoli_precise2#ecoli_regulondb#minimal	20.51625919342041		human	regcircuit	ecoli	0.0008291873963515755
1170	human_seek_gpl5175	yeast_dream5	7.539760015924183	agglom	regcircuit	yeast_macisaac#ap1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#ap1	16.770854473114017		human	regcircuit	yeast	0.0008291873963515755
1171	human_seek_gpl5175	yeast_dream5	7.0558948331242695	agglom	regcircuit	yeast_macisaac#ap2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#ap2	27.801507234573364		human	regcircuit	yeast	0.0008291873963515755
1172	human_seek_gpl5175	yeast_dream5	7.642635556167994	agglom	regcircuit	yeast_macisaac#ap3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#ap3	27.39150977134705		human	regcircuit	yeast	0.0008291873963515755
1173	human_seek_gpl5175	yeast_dream5	7.076069776997043	agglom	regcircuit	yeast_macisaac#mcl1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#mcl1	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1174	human_seek_gpl5175	yeast_dream5	7.076069776997043	agglom	regcircuit	yeast_macisaac#mcl2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#mcl2	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1175	human_seek_gpl5175	yeast_dream5	7.076069776997043	agglom	regcircuit	yeast_macisaac#mcl3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#mcl3	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1176	human_seek_gpl5175	yeast_dream5	7.016378620745366	agglom	regcircuit	yeast_macisaac#minimal	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#minimal	23.864928722381592		human	regcircuit	yeast	0.0008291873963515755
1177	human_seek_gpl5175	yeast_dream5	7.076069776997043	agglom	regcircuit	yeast_macisaac#strict	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#strict	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1178	human_seek_gpl5175	yeast_dream5	7.016378620745366	agglom	regcircuit	yeast_macisaac#tc1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#tc1	23.864928722381592		human	regcircuit	yeast	0.0008291873963515755
1179	human_seek_gpl5175	yeast_dream5	6.6632337354351625	agglom	regcircuit	yeast_macisaac#tc2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#tc2	22.874409914016727		human	regcircuit	yeast	0.0008291873963515755
1180	human_seek_gpl5175	yeast_dream5	7.016378620745366	agglom	regcircuit	yeast_macisaac#tc3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_macisaac#tc3	23.864928722381592		human	regcircuit	yeast	0.0008291873963515755
1181	human_seek_gpl5175	yeast_dream5	6.617548325343097	agglom	regcircuit	yeast_sisima#ap1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#ap1	26.49951529502869		human	regcircuit	yeast	0.0008291873963515755
1182	human_seek_gpl5175	yeast_dream5	6.6632337354351625	agglom	regcircuit	yeast_sisima#ap2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#ap2	22.874409914016727		human	regcircuit	yeast	0.0008291873963515755
1183	human_seek_gpl5175	yeast_dream5	6.617548325343097	agglom	regcircuit	yeast_sisima#ap3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#ap3	26.49951529502869		human	regcircuit	yeast	0.0008291873963515755
1184	human_seek_gpl5175	yeast_dream5	7.747178447145092	agglom	regcircuit	yeast_sisima#mcl1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#mcl1	18.16374659538269		human	regcircuit	yeast	0.0008291873963515755
1185	human_seek_gpl5175	yeast_dream5	7.747178447145092	agglom	regcircuit	yeast_sisima#mcl2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#mcl2	18.16374659538269		human	regcircuit	yeast	0.0008291873963515755
1186	human_seek_gpl5175	yeast_dream5	7.747178447145092	agglom	regcircuit	yeast_sisima#mcl3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#mcl3	18.16374659538269		human	regcircuit	yeast	0.0008291873963515755
1187	human_seek_gpl5175	yeast_dream5	6.552354911671571	agglom	regcircuit	yeast_sisima#minimal	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#minimal	23.401107788085934		human	regcircuit	yeast	0.0008291873963515755
1188	human_seek_gpl5175	yeast_dream5	7.076069776997043	agglom	regcircuit	yeast_sisima#strict	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#strict	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1189	human_seek_gpl5175	yeast_dream5	7.016378620745366	agglom	regcircuit	yeast_sisima#tc1	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#tc1	23.864928722381592		human	regcircuit	yeast	0.0008291873963515755
1190	human_seek_gpl5175	yeast_dream5	6.552354911671571	agglom	regcircuit	yeast_sisima#tc2	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#tc2	23.401107788085934		human	regcircuit	yeast	0.0008291873963515755
1191	human_seek_gpl5175	yeast_dream5	7.016378620745366	agglom	regcircuit	yeast_sisima#tc3	human_seek_gpl5175#regcircuit	yeast_dream5#yeast_sisima#tc3	23.864928722381592		human	regcircuit	yeast	0.0008291873963515755
1192	human_seek_gpl5175	yeast_gpl2529	7.076069776997043	agglom	regcircuit	yeast_macisaac#ap1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#ap1	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1193	human_seek_gpl5175	yeast_gpl2529	6.1825365190284955	agglom	regcircuit	yeast_macisaac#ap2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#ap2	16.800888061523438		human	regcircuit	yeast	0.0008291873963515755
1194	human_seek_gpl5175	yeast_gpl2529	7.076069776997043	agglom	regcircuit	yeast_macisaac#ap3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#ap3	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1195	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_macisaac#mcl1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#mcl1	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1196	human_seek_gpl5175	yeast_gpl2529	6.601208288156884	agglom	regcircuit	yeast_macisaac#mcl2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#mcl2	11.834205865859985		human	regcircuit	yeast	0.0008291873963515755
1197	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_macisaac#mcl3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#mcl3	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1198	human_seek_gpl5175	yeast_gpl2529	6.601208288156884	agglom	regcircuit	yeast_macisaac#minimal	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#minimal	11.834205865859985		human	regcircuit	yeast	0.0008291873963515755
1199	human_seek_gpl5175	yeast_gpl2529	7.076069776997043	agglom	regcircuit	yeast_macisaac#strict	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#strict	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1200	human_seek_gpl5175	yeast_gpl2529	8.23020995457836	agglom	regcircuit	yeast_macisaac#tc1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#tc1	6.668881893157959		human	regcircuit	yeast	0.0008291873963515755
1201	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_macisaac#tc2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#tc2	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1202	human_seek_gpl5175	yeast_gpl2529	8.23020995457836	agglom	regcircuit	yeast_macisaac#tc3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_macisaac#tc3	6.668881893157959		human	regcircuit	yeast	0.0008291873963515755
1203	human_seek_gpl5175	yeast_gpl2529	7.076069776997043	agglom	regcircuit	yeast_sisima#ap1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#ap1	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1204	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_sisima#ap2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#ap2	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1205	human_seek_gpl5175	yeast_gpl2529	7.076069776997043	agglom	regcircuit	yeast_sisima#ap3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#ap3	24.113914012908936		human	regcircuit	yeast	0.0008291873963515755
1206	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_sisima#mcl1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#mcl1	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1207	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_sisima#mcl2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#mcl2	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1208	human_seek_gpl5175	yeast_gpl2529	7.716332458579282	agglom	regcircuit	yeast_sisima#mcl3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#mcl3	20.355665445327762		human	regcircuit	yeast	0.0008291873963515755
1209	human_seek_gpl5175	yeast_gpl2529	7.127424179582285	agglom	regcircuit	yeast_sisima#minimal	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#minimal	20.691969633102413		human	regcircuit	yeast	0.0008291873963515755
1210	human_seek_gpl5175	yeast_gpl2529	6.601208288156884	agglom	regcircuit	yeast_sisima#strict	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#strict	11.834205865859985		human	regcircuit	yeast	0.0008291873963515755
1211	human_seek_gpl5175	yeast_gpl2529	7.127424179582285	agglom	regcircuit	yeast_sisima#tc1	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#tc1	20.691969633102413		human	regcircuit	yeast	0.0008291873963515755
1212	human_seek_gpl5175	yeast_gpl2529	7.127424179582285	agglom	regcircuit	yeast_sisima#tc2	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#tc2	20.691969633102413		human	regcircuit	yeast	0.0008291873963515755
1213	human_seek_gpl5175	yeast_gpl2529	7.127424179582285	agglom	regcircuit	yeast_sisima#tc3	human_seek_gpl5175#regcircuit	yeast_gpl2529#yeast_sisima#tc3	20.691969633102413		human	regcircuit	yeast	0.0008291873963515755
1214	human_tcga	ecoli_colombos	5.8632809671019235	agglom	regcircuit	ecoli_regulondb#ap1	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#ap1	14.692769527435305		human	regcircuit	ecoli	0.0008291873963515755
1215	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#ap2	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#ap2	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1216	human_tcga	ecoli_colombos	5.8632809671019235	agglom	regcircuit	ecoli_regulondb#ap3	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#ap3	14.692769527435305		human	regcircuit	ecoli	0.0008291873963515755
1217	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#mcl1	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#mcl1	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1218	human_tcga	ecoli_colombos	8.735488561873035	agglom	regcircuit	ecoli_regulondb#mcl2	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#mcl2	12.794238567352295		human	regcircuit	ecoli	0.0008291873963515755
1219	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#mcl3	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#mcl3	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1220	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#minimal	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#minimal	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1221	human_tcga	ecoli_colombos	8.735488561873035	agglom	regcircuit	ecoli_regulondb#strict	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#strict	12.794238567352295		human	regcircuit	ecoli	0.0008291873963515755
1222	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#tc1	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#tc1	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1223	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#tc2	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#tc2	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1224	human_tcga	ecoli_colombos	5.912835662246184	agglom	regcircuit	ecoli_regulondb#tc3	human_tcga#regcircuit	ecoli_colombos#ecoli_regulondb#tc3	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1225	human_tcga	ecoli_dream5	5.8632809671019235	agglom	regcircuit	ecoli_regulondb#ap1	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#ap1	14.692769527435305		human	regcircuit	ecoli	0.0008291873963515755
1226	human_tcga	ecoli_dream5	9.484594008514147	agglom	regcircuit	ecoli_regulondb#ap2	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#ap2	11.87427830696106		human	regcircuit	ecoli	0.0008291873963515755
1227	human_tcga	ecoli_dream5	5.8632809671019235	agglom	regcircuit	ecoli_regulondb#ap3	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#ap3	14.692769527435305		human	regcircuit	ecoli	0.0008291873963515755
1228	human_tcga	ecoli_dream5	5.134041059042873	agglom	regcircuit	ecoli_regulondb#mcl1	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#mcl1	17.374617099761966		human	regcircuit	ecoli	0.0008291873963515755
1229	human_tcga	ecoli_dream5	5.809360219522043	agglom	regcircuit	ecoli_regulondb#mcl2	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#mcl2	17.0327365398407		human	regcircuit	ecoli	0.0008291873963515755
1230	human_tcga	ecoli_dream5	5.134041059042873	agglom	regcircuit	ecoli_regulondb#mcl3	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#mcl3	17.374617099761966		human	regcircuit	ecoli	0.0008291873963515755
1231	human_tcga	ecoli_dream5	5.134041059042873	agglom	regcircuit	ecoli_regulondb#minimal	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#minimal	17.374617099761966		human	regcircuit	ecoli	0.0008291873963515755
1232	human_tcga	ecoli_dream5	5.8632809671019235	agglom	regcircuit	ecoli_regulondb#strict	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#strict	14.692769527435305		human	regcircuit	ecoli	0.0008291873963515755
1233	human_tcga	ecoli_dream5	5.809360219522043	agglom	regcircuit	ecoli_regulondb#tc1	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#tc1	17.0327365398407		human	regcircuit	ecoli	0.0008291873963515755
1234	human_tcga	ecoli_dream5	5.134041059042873	agglom	regcircuit	ecoli_regulondb#tc2	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#tc2	17.374617099761966		human	regcircuit	ecoli	0.0008291873963515755
1235	human_tcga	ecoli_dream5	5.809360219522043	agglom	regcircuit	ecoli_regulondb#tc3	human_tcga#regcircuit	ecoli_dream5#ecoli_regulondb#tc3	17.0327365398407		human	regcircuit	ecoli	0.0008291873963515755
1236	human_tcga	ecoli_precise2	5.912835662246184	agglom	regcircuit	ecoli_regulondb#minimal	human_tcga#regcircuit	ecoli_precise2#ecoli_regulondb#minimal	14.56304693222046		human	regcircuit	ecoli	0.0008291873963515755
1240	human_tcga	yeast_dream5	5.811324943118072	agglom	regcircuit	yeast_macisaac#ap1	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#ap1	15.944639921188354		human	regcircuit	yeast	0.0008291873963515755
1241	human_tcga	yeast_dream5	7.747669198314528	agglom	regcircuit	yeast_macisaac#ap2	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#ap2	15.999691724777222		human	regcircuit	yeast	0.0008291873963515755
1242	human_tcga	yeast_dream5	5.8632809671019235	agglom	regcircuit	yeast_macisaac#ap3	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#ap3	14.692769527435305		human	regcircuit	yeast	0.0008291873963515755
1243	human_tcga	yeast_dream5	4.927526778838155	agglom	regcircuit	yeast_macisaac#mcl1	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#mcl1	17.002229928970337		human	regcircuit	yeast	0.0008291873963515755
1244	human_tcga	yeast_dream5	4.927526778838155	agglom	regcircuit	yeast_macisaac#mcl2	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#mcl2	17.002229928970337		human	regcircuit	yeast	0.0008291873963515755
1245	human_tcga	yeast_dream5	4.927526778838155	agglom	regcircuit	yeast_macisaac#mcl3	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#mcl3	17.002229928970337		human	regcircuit	yeast	0.0008291873963515755
1246	human_tcga	yeast_dream5	7.7072832132850655	agglom	regcircuit	yeast_macisaac#minimal	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#minimal	16.786765813827515		human	regcircuit	yeast	0.0008291873963515755
1247	human_tcga	yeast_dream5	4.927526778838155	agglom	regcircuit	yeast_macisaac#strict	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#strict	17.002229928970337		human	regcircuit	yeast	0.0008291873963515755
1248	human_tcga	yeast_dream5	7.7072832132850655	agglom	regcircuit	yeast_macisaac#tc1	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#tc1	16.786765813827515		human	regcircuit	yeast	0.0008291873963515755
1249	human_tcga	yeast_dream5	4.573439926309558	agglom	regcircuit	yeast_macisaac#tc2	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#tc2	17.563669443130493		human	regcircuit	yeast	0.0008291873963515755
1250	human_tcga	yeast_dream5	7.7072832132850655	agglom	regcircuit	yeast_macisaac#tc3	human_tcga#regcircuit	yeast_dream5#yeast_macisaac#tc3	16.786765813827515		human	regcircuit	yeast	0.0008291873963515755
1251	human_tcga	yeast_dream5	4.67211271135452	agglom	regcircuit	yeast_sisima#ap1	human_tcga#regcircuit	yeast_dream5#yeast_sisima#ap1	14.41471529006958		human	regcircuit	yeast	0.0008291873963515755
1252	human_tcga	yeast_dream5	4.573439926309558	agglom	regcircuit	yeast_sisima#ap2	human_tcga#regcircuit	yeast_dream5#yeast_sisima#ap2	17.563669443130493		human	regcircuit	yeast	0.0008291873963515755
1253	human_tcga	yeast_dream5	4.67211271135452	agglom	regcircuit	yeast_sisima#ap3	human_tcga#regcircuit	yeast_dream5#yeast_sisima#ap3	14.41471529006958		human	regcircuit	yeast	0.0008291873963515755
1254	human_tcga	yeast_dream5	8.094552064324356	agglom	regcircuit	yeast_sisima#mcl1	human_tcga#regcircuit	yeast_dream5#yeast_sisima#mcl1	17.045852184295654		human	regcircuit	yeast	0.0008291873963515755
