	datasetoi	datasetor	score	method	goldstandardoi	goldstandardor	ofinterest	ofreference	runningtime	moduledef	organismoi	organismnetoi	organismnetor	weight
911	ecoli_colombos	ecoli_colombos	0.01529874973133849	dummy	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	0.002007007598876953	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
920	ecoli_colombos	ecoli_colombos	0.02359393510306241	dummy	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	0.002167940139770508	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
929	ecoli_colombos	ecoli_colombos	0.01601498478711511	dummy	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	0.002007007598876953	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
938	ecoli_colombos	ecoli_colombos	0.01268269680518845	dummy	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	0.002007007598876953	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
947	ecoli_colombos	ecoli_colombos	0.015522582341570128	dummy	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	0.002007007598876953	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
956	ecoli_colombos	ecoli_colombos	0.01268269680518845	dummy	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	0.002007007598876953	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
965	ecoli_colombos	ecoli_colombos	0.017202617858004258	dummy	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_colombos#ecoli_regulondb#minimal	ecoli_colombos#ecoli_regulondb#minimal	0.030912399291992188	minimal	ecoli	ecoli	ecoli	0.018518518518518517
976	ecoli_colombos	ecoli_colombos	0.0184091396636382	dummy	ecoli_regulondb#strict	ecoli_regulondb#strict	ecoli_colombos#ecoli_regulondb#strict	ecoli_colombos#ecoli_regulondb#strict	0.002007007598876953	strict	ecoli	ecoli	ecoli	0.027777777777777776
986	ecoli_colombos	ecoli_colombos	0.0144493953403325	dummy	ecoli_regulondb#tc1	ecoli_regulondb#tc1	ecoli_colombos#ecoli_regulondb#tc1	ecoli_colombos#ecoli_regulondb#tc1	0.030912399291992188	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
995	ecoli_colombos	ecoli_colombos	0.02612321789305724	dummy	ecoli_regulondb#tc2	ecoli_regulondb#tc2	ecoli_colombos#ecoli_regulondb#tc2	ecoli_colombos#ecoli_regulondb#tc2	0.030912399291992188	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1004	ecoli_colombos	ecoli_colombos	0.0144493953403325	dummy	ecoli_regulondb#tc3	ecoli_regulondb#tc3	ecoli_colombos#ecoli_regulondb#tc3	ecoli_colombos#ecoli_regulondb#tc3	0.030912399291992188	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1014	ecoli_dream5	ecoli_dream5	0.016593473397435263	dummy	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_dream5#ecoli_regulondb#ap1	ecoli_dream5#ecoli_regulondb#ap1	0.002457857131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1023	ecoli_dream5	ecoli_dream5	0.036214737617689216	dummy	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_dream5#ecoli_regulondb#ap2	ecoli_dream5#ecoli_regulondb#ap2	0.16520357131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1032	ecoli_dream5	ecoli_dream5	0.014073997946412703	dummy	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_dream5#ecoli_regulondb#ap3	ecoli_dream5#ecoli_regulondb#ap3	0.002457857131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1041	ecoli_dream5	ecoli_dream5	0.011073697902976779	dummy	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	0.002457857131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1050	ecoli_dream5	ecoli_dream5	0.014993884372844626	dummy	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	0.002457857131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1059	ecoli_dream5	ecoli_dream5	0.011073697902976779	dummy	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	0.002457857131958008	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1068	ecoli_dream5	ecoli_dream5	0.015794684343648054	dummy	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_dream5#ecoli_regulondb#minimal	ecoli_dream5#ecoli_regulondb#minimal	0.11426639556884766	minimal	ecoli	ecoli	ecoli	0.018518518518518517
1079	ecoli_dream5	ecoli_dream5	0.019045983903974537	dummy	ecoli_regulondb#strict	ecoli_regulondb#strict	ecoli_dream5#ecoli_regulondb#strict	ecoli_dream5#ecoli_regulondb#strict	0.021156787872314453	strict	ecoli	ecoli	ecoli	0.027777777777777776
1089	ecoli_dream5	ecoli_dream5	0.012777054688555604	dummy	ecoli_regulondb#tc1	ecoli_regulondb#tc1	ecoli_dream5#ecoli_regulondb#tc1	ecoli_dream5#ecoli_regulondb#tc1	0.11426639556884766	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1098	ecoli_dream5	ecoli_dream5	0.0227060195632464	dummy	ecoli_regulondb#tc2	ecoli_regulondb#tc2	ecoli_dream5#ecoli_regulondb#tc2	ecoli_dream5#ecoli_regulondb#tc2	0.11426639556884766	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1107	ecoli_dream5	ecoli_dream5	0.012777054688555604	dummy	ecoli_regulondb#tc3	ecoli_regulondb#tc3	ecoli_dream5#ecoli_regulondb#tc3	ecoli_dream5#ecoli_regulondb#tc3	0.11426639556884766	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1117	ecoli_precise2	ecoli_precise2	0.023166119429745332	dummy	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_precise2#ecoli_regulondb#minimal	ecoli_precise2#ecoli_regulondb#minimal	0.039583444595336914	minimal	ecoli	ecoli	ecoli	0.018518518518518517
1138	human_gtex	human_gtex	0.15069972967751116	dummy	regcircuit	regcircuit	human_gtex#regcircuit	human_gtex#regcircuit	0.016150474548339844		human	regcircuit	regcircuit	0.05555555555555555
1182	human_seek_gpl5175	human_seek_gpl5175	0.2045839349743242	dummy	regcircuit	regcircuit	human_seek_gpl5175#regcircuit	human_seek_gpl5175#regcircuit	0.003639698028564453		human	regcircuit	regcircuit	0.05555555555555555
1226	human_tcga	human_tcga	0.15925176258915574	dummy	regcircuit	regcircuit	human_tcga#regcircuit	human_tcga#regcircuit	0.03147745132446289		human	regcircuit	regcircuit	0.05555555555555555
1261	progesterone	progesterone	0.07300653735930251	dummy	progesterone#minimal	progesterone#minimal	progesterone#progesterone#minimal	progesterone#progesterone#minimal	0.00023818016052246094	minimal	rat	progesterone#minimal	progesterone#minimal	0.05555555555555555
1271	progesterone	progesterone	0.028034449962515803	dummy	progesterone#strict	progesterone#strict	progesterone#progesterone#strict	progesterone#progesterone#strict	0.00026488304138183594	strict	rat	progesterone#strict	progesterone#strict	0.05555555555555555
1279	progesterone	progesterone	0.10718798968074204	dummy	progesterone#wcgna_minimal	progesterone#wcgna_minimal	progesterone#progesterone#wcgna_minimal	progesterone#progesterone#wcgna_minimal	0.020271778106689453	wcgna_minimal	rat	progesterone#wcgna	progesterone#wcgna	0.05555555555555555
1280	synth_ecoli_regulondb	synth_ecoli_regulondb	0.015820586642378967	dummy	ecoli_regulondb#ap1	ecoli_regulondb#ap1	synth_ecoli_regulondb#ecoli_regulondb#ap1	synth_ecoli_regulondb#ecoli_regulondb#ap1	0.0014469623565673828	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1282	synth_ecoli_regulondb	synth_ecoli_regulondb	0.02492586989026848	dummy	ecoli_regulondb#ap2	ecoli_regulondb#ap2	synth_ecoli_regulondb#ecoli_regulondb#ap2	synth_ecoli_regulondb#ecoli_regulondb#ap2	0.0179746150970459	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1284	synth_ecoli_regulondb	synth_ecoli_regulondb	0.015477415399963557	dummy	ecoli_regulondb#ap3	ecoli_regulondb#ap3	synth_ecoli_regulondb#ecoli_regulondb#ap3	synth_ecoli_regulondb#ecoli_regulondb#ap3	0.0014469623565673828	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1286	synth_ecoli_regulondb	synth_ecoli_regulondb	0.010667109166410541	dummy	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	synth_ecoli_regulondb#ecoli_regulondb#mcl1	synth_ecoli_regulondb#ecoli_regulondb#mcl1	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1288	synth_ecoli_regulondb	synth_ecoli_regulondb	0.012597795398972626	dummy	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	0.0014469623565673828	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1290	synth_ecoli_regulondb	synth_ecoli_regulondb	0.010667109166410541	dummy	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1292	synth_ecoli_regulondb	synth_ecoli_regulondb	0.01233615829856993	dummy	ecoli_regulondb#minimal	ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	0.03451275825500488	minimal	synth	ecoli	ecoli	0.027777777777777776
1294	synth_ecoli_regulondb	synth_ecoli_regulondb	0.016725522157357182	dummy	ecoli_regulondb#strict	ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	0.0014469623565673828	strict	synth	ecoli	ecoli	0.027777777777777776
1296	synth_ecoli_regulondb	synth_ecoli_regulondb	0.01079309997131285	dummy	ecoli_regulondb#tc1	ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1298	synth_ecoli_regulondb	synth_ecoli_regulondb	0.01910475911906777	dummy	ecoli_regulondb#tc2	ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	0.001556396484375	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1300	synth_ecoli_regulondb	synth_ecoli_regulondb	0.01079309997131285	dummy	ecoli_regulondb#tc3	ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
1303	synth_yeast_macisaac	synth_yeast_macisaac	0.011028875783647136	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
1305	synth_yeast_macisaac	synth_yeast_macisaac	0.02831168570599368	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	0.001825094223022461	interconnected	synth	yeast	yeast	0.0030864197530864196
1307	synth_yeast_macisaac	synth_yeast_macisaac	0.010198845265392643	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
1309	synth_yeast_macisaac	synth_yeast_macisaac	0.006862560839734603	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
1311	synth_yeast_macisaac	synth_yeast_macisaac	0.00941523884995892	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	0.011863946914672852	interconnected	synth	yeast	yeast	0.0030864197530864196
1313	synth_yeast_macisaac	synth_yeast_macisaac	0.006862560839734603	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
1315	synth_yeast_macisaac	synth_yeast_macisaac	0.012462511994796852	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	0.0019822120666503906	minimal	synth	yeast	yeast	0.027777777777777776
1317	synth_yeast_macisaac	synth_yeast_macisaac	0.013437371914880857	dummy	yeast_macisaac#strict	yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	0.011863946914672852	strict	synth	yeast	yeast	0.027777777777777776
1319	synth_yeast_macisaac	synth_yeast_macisaac	0.009958222438019576	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	0.0019822120666503906	interconnected	synth	yeast	yeast	0.0030864197530864196
1321	synth_yeast_macisaac	synth_yeast_macisaac	0.015038650874613002	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	0.0019822120666503906	interconnected	synth	yeast	yeast	0.0030864197530864196
1323	synth_yeast_macisaac	synth_yeast_macisaac	0.009958222438019576	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	0.0019822120666503906	interconnected	synth	yeast	yeast	0.0030864197530864196
1329	yeast_dream5	yeast_dream5	0.01148285362142151	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
1338	yeast_dream5	yeast_dream5	0.02659940062563263	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1347	yeast_dream5	yeast_dream5	0.010153597521495	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
1356	yeast_dream5	yeast_dream5	0.009828839492967595	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
1365	yeast_dream5	yeast_dream5	0.012639209043586352	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
1374	yeast_dream5	yeast_dream5	0.009828839492967595	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
1385	yeast_dream5	yeast_dream5	0.013661458792729314	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	0.5107867717742921	minimal	yeast	yeast	yeast	0.013888888888888888
1395	yeast_dream5	yeast_dream5	0.015875966678944257	dummy	yeast_macisaac#strict	yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	0.01415896415710449	strict	yeast	yeast	yeast	0.013888888888888888
1404	yeast_dream5	yeast_dream5	0.010239023662819148	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1413	yeast_dream5	yeast_dream5	0.01767204270972057	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1422	yeast_dream5	yeast_dream5	0.010239023662819148	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1432	yeast_dream5	yeast_dream5	0.016368468015479972	dummy	yeast_sisima#ap1	yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1441	yeast_dream5	yeast_dream5	0.08244054531743546	dummy	yeast_sisima#ap2	yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	0.3333456516265869	interconnected	yeast	yeast	yeast	0.0015432098765432098
1450	yeast_dream5	yeast_dream5	0.01647927793337971	dummy	yeast_sisima#ap3	yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1459	yeast_dream5	yeast_dream5	0.017151535614865095	dummy	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1468	yeast_dream5	yeast_dream5	0.01933732810560537	dummy	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1477	yeast_dream5	yeast_dream5	0.017151535614865095	dummy	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
1488	yeast_dream5	yeast_dream5	0.01913808887222987	dummy	yeast_sisima#minimal	yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	0.5107867717742921	minimal	yeast	yeast	yeast	0.013888888888888888
1498	yeast_dream5	yeast_dream5	0.022788135464558372	dummy	yeast_sisima#strict	yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	0.01415896415710449	strict	yeast	yeast	yeast	0.013888888888888888
1507	yeast_dream5	yeast_dream5	0.018714934726453282	dummy	yeast_sisima#tc1	yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1516	yeast_dream5	yeast_dream5	0.024502925426011467	dummy	yeast_sisima#tc2	yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1525	yeast_dream5	yeast_dream5	0.018714934726453282	dummy	yeast_sisima#tc3	yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	0.5107867717742921	interconnected	yeast	yeast	yeast	0.0015432098765432098
1535	yeast_gpl2529	yeast_gpl2529	0.011728791049013578	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
1544	yeast_gpl2529	yeast_gpl2529	0.026881498902377846	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1553	yeast_gpl2529	yeast_gpl2529	0.010780096504243056	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
1562	yeast_gpl2529	yeast_gpl2529	0.010025825692508207	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
1571	yeast_gpl2529	yeast_gpl2529	0.012334418648104618	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	0.0025920867919921875	interconnected	yeast	yeast	yeast	0.0015432098765432098
1580	yeast_gpl2529	yeast_gpl2529	0.010025825692508207	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
1591	yeast_gpl2529	yeast_gpl2529	0.014222521167487054	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	0.036952733993530266	minimal	yeast	yeast	yeast	0.013888888888888888
1601	yeast_gpl2529	yeast_gpl2529	0.01806930018161081	dummy	yeast_macisaac#strict	yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	0.0030515193939208984	strict	yeast	yeast	yeast	0.013888888888888888
1610	yeast_gpl2529	yeast_gpl2529	0.01155887719333008	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1619	yeast_gpl2529	yeast_gpl2529	0.01933489242186796	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1628	yeast_gpl2529	yeast_gpl2529	0.01155887719333008	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1638	yeast_gpl2529	yeast_gpl2529	0.016532408997105036	dummy	yeast_sisima#ap1	yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1647	yeast_gpl2529	yeast_gpl2529	0.08762245903537316	dummy	yeast_sisima#ap2	yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	0.06021785736083984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1656	yeast_gpl2529	yeast_gpl2529	0.016286549546579338	dummy	yeast_sisima#ap3	yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1665	yeast_gpl2529	yeast_gpl2529	0.01551569628405726	dummy	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1674	yeast_gpl2529	yeast_gpl2529	0.017625197211020713	dummy	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1683	yeast_gpl2529	yeast_gpl2529	0.01551569628405726	dummy	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
1694	yeast_gpl2529	yeast_gpl2529	0.02024245874243549	dummy	yeast_sisima#minimal	yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	0.036952733993530266	minimal	yeast	yeast	yeast	0.013888888888888888
1704	yeast_gpl2529	yeast_gpl2529	0.0221845834759124	dummy	yeast_sisima#strict	yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	0.0030515193939208984	strict	yeast	yeast	yeast	0.013888888888888888
1713	yeast_gpl2529	yeast_gpl2529	0.01900710229801068	dummy	yeast_sisima#tc1	yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1722	yeast_gpl2529	yeast_gpl2529	0.02452930425853737	dummy	yeast_sisima#tc2	yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1731	yeast_gpl2529	yeast_gpl2529	0.01900710229801068	dummy	yeast_sisima#tc3	yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	0.036952733993530266	interconnected	yeast	yeast	yeast	0.0015432098765432098
1732	ecoli_colombos	ecoli_colombos	0.11087951092811098	kmeans	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1741	ecoli_colombos	ecoli_colombos	0.34663730100111106	kmeans	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	857.9571070671083	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
